,Unnamed: 0.1,Unnamed: 0,file_name,key,duration,npvi,note_density,pc_dist1,pitch_range,genre,contains_mono,mono_chn,pc_dist2,iv_dist1,ivsize_dist1,ivdir_dist1,iv_dist2,complexity,originality,gradus
965,965,56,MIDI-UNPROCESSED_09-10_R1_2014_MID--AUDIO_10_R1_2014_wav--5.midi,c,607.367187499999,55.1351593806628,6.14858443468645,[0.12911990907678 0.0417701576179544 0.101225474334262 0.109842505311328 0.0358234828941306 0.105148651741876 0.0360888491097053 0.135158757499253 0.0939120473144162 0.0552225598939286 0.103272976122843 0.0534146290835069],81,classical,,,,,,,,,,
966,966,57,MIDI-UNPROCESSED_11-13_R1_2014_MID--AUDIO_11_R1_2014_wav--1.midi,d,213.483072916668,60.6266767606382,4.00102967675505,[0.0973351595254032 0.0322888022785794 0.208101351489007 0.017539496463081 0.0834778233928035 0.202728061689991 0.0233833880727126 0.084399827327276 0.00622983951799749 0.196717577613051 0.0388416888168744 0.0089569838131734],51,classical,,,,,,,,,,
967,967,58,MIDI-UNPROCESSED_11-13_R1_2014_MID--AUDIO_11_R1_2014_wav--2.midi,d,198.451822916668,45.5798430773462,7.85353242230781,[0.0488258840804495 0.0503356281150751 0.193067923756771 0.00510837562846734 0.114285167390006 0.0732418340104268 0.00434699718282246 0.155082055190938 0.018736086981348 0.247015018769698 0.0654128667755584 0.0245421621182956],55,classical,,,,,,,,,,
968,968,59,MIDI-UNPROCESSED_11-13_R1_2014_MID--AUDIO_11_R1_2014_wav--3.midi,A#,1472.61328124994,56.1510497741809,5.90046824731103,[0.113244094461657 0.0682748237285798 0.0998622087481787 0.0890028766752321 0.0184660273469759 0.194443116758245 0.0486113609099251 0.0530532431833985 0.0451216473840915 0.0739359389085543 0.17610222924108 0.0198824326540748],76,classical,,,,,,,,,,
969,969,60,MIDI-UNPROCESSED_11-13_R1_2014_MID--AUDIO_12_R1_2014_wav--1.midi,A#,1873.28776041655,60.2613985226641,3.37025999812225,[0.112233902232595 0.023524499895569 0.150989241939701 0.0945754917290106 0.0251783276342959 0.139857220577832 0.0425876435435038 0.124562050854534 0.0320991926976862 0.0845015999763056 0.150391251963431 0.0194995769555293],76,classical,,,,,,,,,,
970,970,61,MIDI-UNPROCESSED_11-13_R1_2014_MID--AUDIO_12_R1_2014_wav--2.midi,C#,517.305989583325,43.5765707629032,5.81474811978875,[0.076058961697019 0.126395474375995 0.0638416013401922 0.082896094285966 0.050279370218994 0.114559018633964 0.09721919404669 0.0351373293125141 0.115472102776606 0.102873029005587 0.0613338303587136 0.0739339939477255],84,classical,,,,,,,,,,
971,971,62,MIDI-UNPROCESSED_11-13_R1_2014_MID--AUDIO_13_R1_2014_wav--1.midi,b,316.899739583333,55.5758133294182,2.67806488576363,[0.0069919481042363 0.136619366303194 0.123904850992109 0.0120265431490517 0.135317419710352 0.00563688336632197 0.187515017041274 0.0856173311274928 0.0130530968305406 0.0532362495366169 0.0489318361115319 0.191149457727261],48,classical,,,,,,,,,,
972,972,63,MIDI-UNPROCESSED_11-13_R1_2014_MID--AUDIO_13_R1_2014_wav--2.midi,A,168.796875,62.7078820236524,4.75277027656206,[7.79839468003622e-05 0.0878986430543103 0.224740439602188 9.50634726017795e-05 0.121038945464734 0.00233432208905314 0.0951827216876635 0.0367125006833506 0.0440955464841944 0.3342491109515 0 0.0535747225634869],55,classical,,,,,,,,,,
973,973,64,MIDI-UNPROCESSED_11-13_R1_2014_MID--AUDIO_13_R1_2014_wav--3.midi,E,1200.97916666666,59.5080217282674,4.30708333333333,[0.0741031948776113 0.079108662429625 0.0735784768462819 0.0365128057618033 0.177574024924581 0.0646351847055145 0.0600430521438962 0.0588571343292307 0.0810181376715627 0.136184547284001 0.0454934028125831 0.112891376213302],72,classical,,,,,,,,,,
974,974,65,MIDI-UNPROCESSED_11-13_R1_2014_MID--AUDIO_13_R1_2014_wav--4.midi,G,401.652343749994,56.1885761401355,10.3141269377011,[0.138582402183477 0.0332525739818407 0.143370624731763 0.030052958891443 0.102042771574054 0.0676757881606861 0.0507662126486706 0.179948156578832 0.0350557587982649 0.10136967062841 0.0287707604109354 0.089112321411589],77,classical,,,,,,,,,,
975,975,66,MIDI-UNPROCESSED_11-13_R1_2014_MID--AUDIO_13_R1_2014_wav--6.midi,A,973.207031250045,46.2701091398878,8.00379284021053,[0.0661197081651696 0.0733371355322729 0.0988157967714367 0.0567865044590489 0.139418446215737 0.0619451859576469 0.073519960610317 0.0485965589515781 0.0621355212318536 0.147934802729155 0.063644046766835 0.107746332608932],78,classical,,,,,,,,,,
976,976,67,MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_14_R1_2014_wav--1.midi,A#,950.410156250045,66.515276234476,3.24509267449754,[0.142194814995292 0.00422193237911286 0.129168837841886 0.079821329547742 0.0425199425289269 0.184146614664018 0.0165195153385239 0.107517893364039 0.019445572306605 0.0997098256264996 0.16758270820314 0.00715101320420114],60,classical,,,,,,,,,,
977,977,68,MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--1.midi,F#,526.713541666657,52.0577557308144,4.75797659587642,[0.0417074678451219 0.124163728781283 0.0294116160104191 0.113661927283788 0.10880783327681 0.0733262943804779 0.118491168376371 0.0695912199368502 0.0627264075590474 0.0321517594309125 0.130149544645638 0.0958110324732564],64,classical,,,,,,,,,,
978,978,69,MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--2.midi,G,338.226562499999,48.121402723712,8.35391724995271,[0.107226504279999 0.0326167582184257 0.148165583978136 0.058279167614543 0.0645924798433067 0.0523128275686526 0.0644743490888094 0.14151945553901 0.0478473458716904 0.0886206860797715 0.085027883601248 0.109316958316353],60,classical,,,,,,,,,,
979,979,70,MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--3.midi,f#,354.25130208333,69.62061383311,2.8186650567638,[0.0203427747035615 0.157297132269398 0.0637139378671139 0.0504123044567582 0.111745642619318 0.0252834167094951 0.157204463825128 0.05903178007576 0.101409276273626 0.0844320348654818 0.0395204697218224 0.129606766612512],68,classical,,,,,,,,,,
980,980,71,MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--4.midi,G#,309.779947916667,68.4837149731269,4.61681273791909,[0.145394070591318 0.091008006846193 0.0394271435225741 0.165214887429858 0.0289351355807125 0.107841789868299 0.0486523614113468 0.0674201030549613 0.138856332855604 0.0394039793073942 0.108517679554721 0.019328509976984],86,classical,,,,,,,,,,
981,981,72,MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--5.midi,b,480.29947916666,64.1105236810735,6.59229258513768,[0.0413216488679692 0.100070987548186 0.106813699280207 0.0612045391466105 0.0982279675815872 0.0401462346260931 0.162311732228808 0.0827740335379029 0.0325346246375238 0.0896321747999436 0.0598214343881405 0.125140923357009],73,classical,,,,,,,,,,
982,982,73,MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--6.midi,c#,1648.85026041658,58.950429710742,6.20446631537278,[0.0582797950756346 0.148851186854086 0.0332398862859407 0.105288078955242 0.113395321260464 0.0513257189164993 0.0926461034888746 0.0311408285525616 0.160777725073967 0.0745586660135476 0.0536677070869523 0.076828982436223],77,classical,,,,,,,,,,
983,983,74,MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_16_R1_2014_wav--1.midi,C,237.796875000001,57.1751135059499,4.06181656248454,[0.144172024335799 0.0173004079231583 0.144201112521961 0.00883607678906727 0.127030926311852 0.119919028277835 0.0227244659920975 0.16327032894583 0.0126338658426648 0.13545191139312 0.0496909434208883 0.0547689082456938],48,classical,,,,,,,,,,
984,984,75,MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_16_R1_2014_wav--2.midi,A#,1320.27473958332,51.166820371107,4.3905183184997,[0.0829120984698358 0.030866938002534 0.109484455586125 0.131379818235155 0.0267161010173412 0.144687242698366 0.0341829124540203 0.10718374357236 0.0568832291408129 0.0655328191491318 0.179046077466469 0.0311245642078414],60,classical,,,,,,,,,,
985,985,76,MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_16_R1_2014_wav--3.midi,b,697.942708333342,60.5194513131551,2.69805691568759,[0.00654592260196207 0.119590602685294 0.133836766961428 0.0169169410354219 0.0841067345033397 0.0213822099865092 0.190218070249394 0.0568987256432489 0.0499522771261208 0.0788252873332363 0.0264558560399317 0.215270605834101],79,classical,,,,,,,,,,
986,986,77,MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_17_R1_2014_wav--1.midi,E,1162.30078125002,63.368175716964,4.00538184166622,[0.0821584446740478 0.0741960665016322 0.0780119895725998 0.0348846039077078 0.185548096344267 0.0638856655290949 0.0547647573545707 0.0608713235411776 0.0776881305532155 0.132466225668178 0.0499578870466693 0.10556680930683],72,classical,,,,,,,,,,
987,987,78,MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_17_R1_2014_wav--2.midi,A,793.140625000017,49.4370505297046,7.31611916991987,[0.0610937401415529 0.115274499220784 0.0911166873671058 0.0758648801379225 0.102539697548713 0.0481379278917919 0.0941247066524965 0.0477098495925643 0.105122599116061 0.142520957023344 0.036575439341995 0.0799190159656482],81,classical,,,,,,,,,,
988,988,79,MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_18_R1_2014_wav--1.midi,d,782.759114583333,57.4779027170746,4.11718224277272,[0.109583919957463 0.0399822046606384 0.146031248151434 0.0110180704799829 0.127572631509751 0.162699512454259 0.00537033001760726 0.131187743581041 0.00892210601572998 0.135571596798379 0.0939318922836256 0.0281287440900748],51,classical,,,,,,,,,,
989,989,80,MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_18_R1_2014_wav--2.midi,E,1098.91145833335,57.7281774919438,3.85973359963092,[0.078241912105593 0.0813127845470163 0.0766260075554594 0.0364579356805178 0.179986268144156 0.0598154635021265 0.0609672819958073 0.0580280854837307 0.0827309705090959 0.131616763151043 0.0441751537850408 0.110041373540405],72,classical,,,,,,,,,,
990,990,81,MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_18_R1_2014_wav--3.midi,F,149.811197916666,50.9908947399805,7.89777699982496,[0.155782463708924 0.0197455646323743 0.123656672097425 0.0143787830645356 0.0850015107001904 0.236896792830038 0.00649582693629853 0.109440574566447 0.00273837353507595 0.114726020822032 0.102216553939993 0.0289208631665697],76,classical,,,,,,,,,,
991,991,82,MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_18_R1_2014_wav--4.midi,a,221.721354166669,49.0889942490182,7.61950615098681,[0.145455776695382 0.0185842829619705 0.0538584488575047 0.0380227411040993 0.221272905876169 0.0887162342906084 0.014530981272807 0.10563355899803 0.0344254552938594 0.162906942352056 0.0313148132598897 0.0852778590375612],79,classical,,,,,,,,,,
992,992,83,MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_18_R1_2014_wav--5.midi,g,469.75781249999,50.3336306613584,3.67047137027664,[0.0979261928303877 0.027010129174864 0.224251407340606 0.050628695794344 0.0645737017952143 0.0530954040357285 0.0712697726638801 0.168757217077441 0.0110024628949967 0.0927438384865533 0.110285850657485 0.0284553272484796],74,classical,,,,,,,,,,
993,993,84,MIDI-UNPROCESSED_19-20-21_R2_2014_MID--AUDIO_19_R2_2014_wav.midi,A,2448.94010416667,52.1653036301136,4.14410090126893,[0.0481926396191642 0.11823602241426 0.0898531975615757 0.0262218122152243 0.150816786964072 0.0440833553196251 0.0931022247712339 0.0465239950431989 0.0829366313486271 0.162976821499683 0.0175243363433524 0.119532176899979],71,classical,,,,,,,,,,
994,994,85,MIDI-UNPROCESSED_19-20-21_R2_2014_MID--AUDIO_20_R2_2014_wav.midi,C,1577.42187499994,51.351550787581,3.4486953505084,[0.16251630680184 0.0430398351200301 0.0890446365053843 0.0747946533898614 0.0853991243471323 0.0900912431813815 0.0397720649597722 0.15905516856027 0.0734885130021912 0.0716431297970793 0.0405602901362231 0.0705950341988278],72,classical,,,,,,,,,,
995,995,86,MIDI-UNPROCESSED_19-20-21_R2_2014_MID--AUDIO_21_R2_2014_wav.midi,c,1766.13151041654,51.6529753002464,4.7690040232098,[0.133385226135204 0.0758662491187721 0.0591749057527207 0.12825418178715 0.0528195058151454 0.0808777453825511 0.0429500475465208 0.126253962261002 0.132111840209532 0.0395998559363284 0.086412919440542 0.0422935606145253],75,classical,,,,,,,,,,
996,996,87,MIDI-UNPROCESSED_19-20_R1_2014_MID--AUDIO_19_R1_2014_wav--1.midi,c,601.07942708333,48.1820832325035,3.9561257900938,[0.178580115354294 0.0058418757891685 0.136438529401334 0.108454826446525 0.0167814098044496 0.0957338680295078 0.0305911062935441 0.185938532813684 0.0561536479166038 0.0567636938833035 0.0893507232734064 0.039371670994161],48,classical,,,,,,,,,,
997,997,88,MIDI-UNPROCESSED_19-20_R1_2014_MID--AUDIO_19_R1_2014_wav--2.midi,C,1582.61197916661,46.5492883135843,4.49066420785721,[0.153664691609596 0.028019041765825 0.0976520869132616 0.0453595794278122 0.1326261313339 0.0861680278154908 0.0229799584133064 0.199898146284486 0.0499429665528844 0.0630171694749712 0.0340819866188789 0.0865902137895818],75,classical,,,,,,,,,,
998,998,89,MIDI-UNPROCESSED_19-20_R1_2014_MID--AUDIO_19_R1_2014_wav--8.midi,C,289.839843750001,45.8309803675361,10.6840733895325,[0.163340098833412 0.0276335479878549 0.140065961723318 0.0213881732350318 0.111228416988798 0.0820651348919165 0.0385492536908567 0.173592344740327 0.0382166253159685 0.10249107482908 0.0293722386699463 0.0720571290934453],77,classical,,,,,,,,,,
999,999,90,MIDI-UNPROCESSED_19-20_R1_2014_MID--AUDIO_20_R1_2014_wav--1.midi,C,790.460937500008,50.3780633293255,4.25305632343918,[0.152564166252601 0.0278428780499888 0.0985957734543459 0.0263232587188893 0.0984064318676066 0.150021917521697 0.0318450384118093 0.145597815849381 0.032212715273874 0.104503868899546 0.073200910309606 0.0588852253906392],64,classical,,,,,,,,,,
1000,1000,91,MIDI-UNPROCESSED_19-20_R1_2014_MID--AUDIO_20_R1_2014_wav--2.midi,A#,1628.60937499995,57.0486178043201,3.81088002278438,[0.116933817432287 0.0378823692610259 0.135069147181104 0.0920034768639414 0.0221073407919774 0.138220746780949 0.0500467218469387 0.112634157181671 0.0376552763319279 0.0866965900324079 0.144720487392468 0.0260298689032957],70,classical,,,,,,,,,,
1001,1001,92,MIDI-UNPROCESSED_19-21_R3_2014_MID--AUDIO_21_R3_2014_wav--1.midi,C,237.496093750002,66.9908186994793,3.93793038911855,[0.197436207459259 0.0277868558044116 0.154915597422846 0.0432276434497923 0.0514144073429688 0.0707078452739484 0.0250822264481098 0.22595985700084 0.036949840667931 0.0858861476835219 0.0437923987723369 0.0368409726739954],52,classical,,,,,,,,,,
1002,1002,93,MIDI-UNPROCESSED_19-21_R3_2014_MID--AUDIO_21_R3_2014_wav--2.midi,A,204.179687500001,60.3739413513122,4.57760724603332,[0.0231995845796584 0.0801304990399051 0.166565905086379 0.0259672953450078 0.132690742477332 0.0284253472294828 0.100708716156641 0.0493527146498825 0.0299265718613492 0.218920638032255 0.0219351764222772 0.12217680911974],47,classical,1.0,,[0.000331820898069059 5.62923142834474e-05 0.000943546991426525 0.000552349569366889 0 0 0 0 0 0.00157291294180739 0.00386856819998087 0.00830135511991601;0 0.000127270242428367 0.00810327193680571 0 0.000362774079619611 0.000443959840921586 1.58531300717781e-05 0.00618152322971201 0.000178939098458806 0.0385203971315427 0.00335113358306375 0.00158237539560428;0 0.0102775937040877 0.0182736916055891 0 0.00615893714194783 0 0.0109114833379512 0.0771145514026168 0.000163899574987218 0.0751568855111136 0.000465600682436605 0.0123199203723487;0.000993404427303997 0 7.97238945472208e-06 0 0.000138729824082402 0 1.04747349133969e-05 0 0 0.00312181935563494 0 0;0.00317585135124108 0.0341601375781611 0.0267506677872778 0 0.00033882363307401 0.00810631036748152 0.0113623255814251 0.000394274287920134 5.83916410750597e-05 0.00678804591081622 0.000120734245822839 0.00503985668331815;0.00453140485548098 0 0.00139981457786685 0 0.00291055116182109 0.0121527134683017 0 0.000272878287913484 0.000165482003256456 0.00250585677099709 0 0.010623428538527;3.91206432132591e-05 0 0.0219834576962672 0.00409354623929637 0.0033649016691016 0 0.00469473586448929 0.00450943048955691 0.102337926390412 0.000205555473287146 1.47579461756241e-05 0.0348968264352845;0 0.00278533880098241 0.00729460902714661 0.000250469023454059 0.00496718648116753 0.000818185751368614 0.0234779414646839 9.62254837320078e-05 0 0.00637734412353149 0 0.000485710047939961;0 2.229593051751e-05 0.000389827930628641 1.00123996051252e-05 0.000283956946177325 0.00153306958546312 0.000125179388758569 0 1.98519344201999e-05 0.000135100375707814 0 0.0779250561740239;0.0019393131989153 0.00180556591042327 0.0788167037730012 2.24506451617188e-05 0.0116028108551871 0.00470178496383296 0.0241120494083735 0.000232240168892822 0.00536208426501913 0.0281965734657964 0 0.00179813430186584;0.000448381249250666 0 0 0 0.010265111693058 0 0 0.000801404682416369 0 0.00847158474268633 0 0;0.0185234178981589 0.0010676570299257 0.0335008307227759 0.000181044096846653 0.00760782005584094 0.00025596966124993 0.000164312689563144 0.00149458794843296 1.92802463237284e-05 0.0350044100677266 0 0],[0.0186151880983314 0.000737986786909731 0.00157488449034878 0.0184049145927234 0.00573394509087 0.0371117091726315 0.0281069234495463 0.0513293221648573 0.084543472269924 0.162263606204626 0.0847814559453225 0.0750441607950342 0.0199770228366751 0.0807988359545807 0.0653781458545091 0.0202113368497688 0.0147923655252274 0.131552159144547 0.00909215534398234 0.0328204622708547 0.0209366617506049 0.0234990860586232 0.00287518290819854 0.000229321995302237 0.00958969444571065],[0.0199770228366751 0.155842996749615 0.150159601799832 0.182474943054395 0.0993358377951514 0.182881481309405 0.0371990787935286 0.0699321714434863 0.0266706068414749 0.0419040006513466 0.00445006739854732 0.000967308782211969 0.0282048825440421],[0.0369261069125376 -0.129217911197439 -0.778475482590024 -0.702174646058114 0.438660253653384 -0.511162338484357 -0.0613629866369111 0.570017650895498 0.121567663867819 0.292197466104497 -0.525855653294409 -0.319997562072008],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0.000277989056181638 0 0 0 0 0.000174732372316599 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0.00168324435383054 0.000523401677605722 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0.00673596767499994 0 3.08936615529139e-05 0 0.000663807075638188 9.91920206033873e-05 0 0.000234936247167767 0 0 0.000502632101565161 0 0 0 0;0 0 0 0.000192855205182689 0 0 0 0 0.0190561179721084 0 0 0 0 0.00125686228047137 0.000658844723473221 0.000623791568897975 0 0 0 0 0.00146956991509149 0 0 0 0;0 0 0 0 0 0.00722738147802217 0 0 0 0 0.00023466936758237 0 0 0.0019506072386855 0.0103814887155348 0 0.00684115111870349 0.00353070951735522 0.000201334548906161 0.00220414040261967 0.000580826894401162 0.000187576526525816 0 0 0;0 0 0 0 0 0 0.000946563008660772 0 0 0.00155044045617566 0.00232577148804416 0.00196301228275384 0 0.00114799176858141 0.001451959369076 0 0.000748300051502009 0 0 0.000454985440695626 0 0.00904994150062672 0 0 0;0 0 0 0 0 0.0138020446569758 0 0.00207500056258329 0.00325862533705594 0.00218188386931045 0.00109290880590054 0.00328160324319252 0.00117826725660626 0.00298890534496821 0.000556599038876956 0 0.00644067724065459 0.00557520832228055 0 0.00151971055664244 0 0.00132577946501084 0 0 0;0 0 0 0 0.000508207738867338 0.000875837983129763 0 0.00223178562392901 0.000642695590587208 0.00242733682090531 0 0.00651795517092965 0.0135245766817368 0 0.00316090657553139 0 0.000320308804623775 0.0445448737058105 0.000505598437622829 0.0186728970065001 0 0.00174101567551425 0 0 0;0 0.000290377516204571 0 0 0 0.00599358092126962 0.0111179351691722 0.00302413731012009 0.0132601554965068 0.0086506764901171 0 0.00467986953573832 0.0130392994213119 0.0393887328674899 0.010895562762275 0.000640505019466747 0.00243498656276678 0.0268465447767799 0.00059104076117386 0 0.00740683980856361 0 0 0 0;0 0.000402473953846538 0 0 0 0.000375973172182743 0 0.00747850153732019 0.00245753673785312 0.000422761593257184 0.0123813363057582 0.0190411308373573 0.0131943092108474 0 0.00776447305397732 0.00237860182444489 0 0.00214796898880421 0 0.00699630616411755 0 0.000854600617419035 0 0 0;0 0 0 0 0.000224036486922629 0 0.00137106403612121 0 0.0155563064892868 0.00413529114426907 0.0126305974817696 0 0.000519098979536664 0.0040509978975963 0 0.000540100346432078 0 0.0114721501020996 0.00742734328908529 0.000769021600136455 0.00175178886973534 0 0.00203700938408553 0 0;0 0 0 0 0 0.000566848939574681 0.00466503954589665 0.00362707487621086 0.000601291318196861 0.0163416794350168 0.0043602526965459 0.00207370131197371 0.00114030265113474 0.000355780931864657 0 0.000254262762428226 0.0012278038037118 0.000216008527884917 0 0.00717203528033151 0.00391926124012384 5.95992595226452e-05 0 0.000215296648095196 0;0 0 0 0 0.000709473731620444 0 0 0 0 0.0413273544973261 0 0.014677493972874 0.000803840448124827 0.000278309220381609 0.0017267489192581 0.00171548181116251 0.00146976039468927 0 0 0.0144016796660944 0.00160066786568479 0.00040117801027957 0.000387829047475858 0 0;0 0 0 0.0158695871931241 0.00128333504898449 0.000969743960575987 0 0 0.0142539196103451 0.00260764292569877 0.00404435212237252 0 0.00251634293962665 0.00286657781114335 0.00488973742263619 0.0023400749717153 0.000657425441240525 0.0228655492831405 0 0 0.00112125244619199 0.000132002679443905 0.00624798696631002 0 0;0 0 0 0 0 0 0.00047439807859948 0.0147037815704 0 0.00326682078255551 0.00129891613860913 0.00126196931045464 0 0 0 0 0 0 0 0 0 0.00209934407120982 0 0 0;0 0 0 0 0 0 0.000622690709976418 0 0.000580373635301361 0.00117963040362203 0.00797143604182846 0.00221467554250131 0 0.00152201424485292 0.000501099089809931 0 0 0.00536527223586134 0 0 0.00130398122268264 0 0 0 0;0 0 0 0 0.000275594086911 0.00186928957685858 0.000573960879753178 0.00388782658063739 0.00159731557570378 0.0255964032305392 0.00142637447909481 0.0100566920420626 0.0045851196516197 0 0.00270163338143224 0.0107366547142849 0.000501099089809931 0.000797347113148156 0.000855161711749311 0.00628849597181488 0 0.00621084271774476 0 0 0;0 0 0 0 0 0 0.00199035037122384 0.00156505362676484 0.00124790386083424 0.0023992160330725 0.000731488036979347 0.00121046923194162 0.000198229142291578 0.00045052256234684 0 0 0 0 0 0 0.000580180772466882 0 0 0 0;0 0 0 0 0.000476593360731053 0.00158451569938784 0 0.00061784204553745 0.00064664920973296 0.0261501895984454 0.0237256532558736 0 0.00102375261993201 0.0179166277016901 0 0 0 0.000168649887060276 0 0 0 0 0 0 0;0 0 0.000439145198151375 0.000553185866045377 0.00212077548577303 0.00157673839015375 0 0.00601246415176305 0 0.0134293293743695 0.000636493037960329 0.000672498505067284 0.00287349523887158 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0.000663640630326945 0 0.0019013235237135 0.000789458328992959 0.00179995835280347 0.00679714718735587 0.000169171636279108 0.00152814232929832 0 0.000544114868889778 0 0.0176164623974035 0 0 0 0 0 0 0 0 0 0;0 0 0.00103941926079782 0 0 0 0.00493353095877969 0.00178443350083119 0 0.000225736814037463 0 0.00280338436094386 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0.000362338940709879 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],7.13578580787959,8.8001154893617,7.3968085106383
1003,1003,94,MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_21_R1_2014_wav--1.midi,e,111.37890625,56.6693054927152,2.82312957281095,[0.0944289649416215 0.0581044858041684 0.0690658817767808 0.000228509642281756 0.287782529033052 0.0607738216339601 0.0167197993656896 0.0989590464294474 0.053671874661655 0.168565155864257 0 0.0916999308469556],43,classical,,,,,,,,,,
1004,1004,95,MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_21_R1_2014_wav--2.midi,e,74.2213541666667,64.8361413998706,2.75679709990404,[0.0696633866460906 0 0.0271224676692759 0.0651646231720607 0.214413228417492 0.0142286778189492 0.0863587153712247 0.100650491139072 0.0205655637111141 0.180151323273556 0.0172480804786929 0.204433442302313],48,classical,,,,,,,,,,
1005,1005,96,MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_21_R1_2014_wav--3.midi,e,177.962239583334,61.398810271175,4.20801012673133,[0.0233892329844038 0.0919611973007852 0.062633350892253 0.0656488165069302 0.178546337324787 0.0101907788855219 0.109045839072223 0.139083347664544 0.0217226185515676 0.110653154867188 0.0562669485432884 0.130858377406436],75,classical,,,,,,,,,,
1006,1006,97,MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_21_R1_2014_wav--4.midi,c#,682.60937500001,47.2806173744675,7.60374975881035,[0.081100684194394 0.0962947654138912 0.0549905290237836 0.0688515988245424 0.123016695882047 0.103024446822875 0.0943776262915717 0.0386273524198509 0.0932760758122329 0.094789232546662 0.0852353049865025 0.0664156877816167],86,classical,,,,,,,,,,
1007,1007,98,MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_21_R1_2014_wav--6.midi,D#,707.87630208334,52.2705542459655,5.41483686521854,[0.0952380940806378 0.0515436067990461 0.0901004438577151 0.0940278053359281 0.0881905644189737 0.072738139424896 0.100153374218313 0.0671048156780294 0.121814069132756 0.0427441305043648 0.122416092182647 0.0539288643666757],84,classical,,,,,,,,,,
1008,1008,99,MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_21_R1_2014_wav--7.midi,C,536.990885416663,73.825350662249,2.19135378074704,[0.221828166113723 0 0.150404915011625 0 0.135587961389232 0.076493606302436 0.0130885433344126 0.200583812073662 0.0108055999828186 0.103716662770015 0.00352131895889119 0.0839694140631678],53,classical,,,,,,,,,,
1009,1009,100,MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_21_R1_2014_wav--8.midi,c#,1632.1158854166,53.9041541949418,5.49049197759362,[0.0616913583524726 0.165819439793824 0.0253471051953677 0.106902858014204 0.108630110444108 0.0492915554590978 0.0899670823586913 0.0304855769562462 0.175817748337596 0.0649911228279048 0.0583510466662904 0.0627049955941909],78,classical,,,,,,,,,,
1010,1010,101,MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_22_R1_2014_wav--1.midi,C,705.134114583335,53.870196564253,3.41834494924933,[0.168975603127644 0.0211186778038128 0.107025129733857 0.0703238859613589 0.0878957080380886 0.0967163144181904 0.0318916377474671 0.203268476298811 0.0367747104828566 0.0590993935666962 0.0339171083226323 0.082993354498566],58,classical,,,,,,,,,,
1011,1011,102,MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_22_R1_2014_wav--2.midi,F#,850.592447916679,57.3228406034393,4.30516221929475,[0.0528006873080112 0.100137948226793 0.08021572874095 0.0898089882879228 0.0652606465756439 0.0602976471938681 0.123897756576632 0.0709534454053139 0.0787610965848563 0.0733731021288145 0.099948658193316 0.104544294777867],79,classical,,,,,,,,,,
1012,1012,103,MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_22_R1_2014_wav--4.midi,G#,644.815104166664,52.1659988986585,6.26730198280116,[0.094033312761586 0.0548965287452958 0.0941753015455177 0.0830858257690039 0.0926074864057676 0.0667406046739008 0.109266500594859 0.0755286716975375 0.125157334659178 0.0418260425104621 0.114655964614374 0.0480264260224983],84,classical,,,,,,,,,,
